COUNTY,MP_NOHSDP,STATE
JEFFERSON,5.3,ALABAMA
MARION,6,ALABAMA
MONROE,5.6,ALABAMA
WALKER,5.4,ALABAMA
RANDOLPH,8,ALABAMA
MOBILE,8,ALABAMA
CHAMBERS,3.7,ALABAMA
MARION,5.6,ALABAMA
WINSTON,4.3,ALABAMA
MACON,5.9,ALABAMA
JEFFERSON,5.2,ALABAMA
ETOWAH,5.3,ALABAMA
HALE,8.1,ALABAMA
MOBILE,7.9,ALABAMA
LAUDERDALE,6.9,ALABAMA
CLARKE,6.5,ALABAMA
TALLADEGA,7.5,ALABAMA
TALLADEGA,8,ALABAMA
TUSCALOOSA,5.5,ALABAMA
MOBILE,5.4,ALABAMA
CULLMAN,5.4,ALABAMA
BLOUNT,5.9,ALABAMA
HOUSTON,2.2,ALABAMA
JEFFERSON,2.9,ALABAMA
SUMTER,5.9,ALABAMA
SHELBY,3.8,ALABAMA
ETOWAH,4.9,ALABAMA
MOBILE,6.4,ALABAMA
CRENSHAW,4.4,ALABAMA
JEFFERSON,5.9,ALABAMA
COLBERT,8.6,ALABAMA
DALLAS,7.2,ALABAMA
ELMORE,5,ALABAMA
CONECUH,7.2,ALABAMA
LOWNDES,5,ALABAMA
AUTAUGA,5,ALABAMA
ESCAMBIA,6.3,ALABAMA
TALLAPOOSA,5.5,ALABAMA
MONTGOMERY,5.3,ALABAMA
MADISON,5.4,ALABAMA
JEFFERSON,6.2,ALABAMA
MADISON,5.8,ALABAMA
WASHINGTON,6.7,ALABAMA
MARSHALL,7.8,ALABAMA
GENEVA,3.2,ALABAMA
LAMAR,4.3,ALABAMA
JEFFERSON,5.8,ALABAMA
ETOWAH,7.4,ALABAMA
JEFFERSON,5.5,ALABAMA
MONTGOMERY,10.9,ALABAMA
MARSHALL,4.8,ALABAMA
ETOWAH,5.4,ALABAMA
RUSSELL,4.4,ALABAMA
MACON,7.2,ALABAMA
JACKSON,4.1,ALABAMA
MOBILE,6.7,ALABAMA
MOBILE,5.9,ALABAMA
RANDOLPH,5.2,ALABAMA
HOUSTON,2.4,ALABAMA
MONROE,5.7,ALABAMA
DEKALB,9.3,ALABAMA
DEKALB,4.6,ALABAMA
LIMESTONE,6.8,ALABAMA
MONTGOMERY,7.4,ALABAMA
SHELBY,5.6,ALABAMA
CHOCTAW,4.4,ALABAMA
LAMAR,5.1,ALABAMA
CRENSHAW,4.9,ALABAMA
CLEBURNE,5.3,ALABAMA
DALE,6.5,ALABAMA
WALKER,6.8,ALABAMA
WALKER,5.4,ALABAMA
MACON,8,ALABAMA
HOUSTON,4.1,ALABAMA
TUSCALOOSA,5.8,ALABAMA
LAUDERDALE,8.2,ALABAMA
CULLMAN,5.9,ALABAMA
LAWRENCE,3.4,ALABAMA
JEFFERSON,8.4,ALABAMA
MADISON,5.4,ALABAMA
TALLADEGA,4.8,ALABAMA
RUSSELL,7.1,ALABAMA
FRANKLIN,7.1,ALABAMA
CULLMAN,7.3,ALABAMA
ETOWAH,7.3,ALABAMA
WALKER,4.4,ALABAMA
TUSCALOOSA,3.8,ALABAMA
ST. CLAIR,6,ALABAMA
FRANKLIN,8.3,ALABAMA
BUTLER,8.2,ALABAMA
CHEROKEE,5,ALABAMA
MONTGOMERY,6.6,ALABAMA
ETOWAH,4.3,ALABAMA
TALLADEGA,7.9,ALABAMA
MOBILE,4,ALABAMA
MOBILE,6.5,ALABAMA
JEFFERSON,8.4,ALABAMA
LAUDERDALE,5.5,ALABAMA
DEKALB,5.1,ALABAMA
JEFFERSON,6,ALABAMA
JEFFERSON,4.2,ALABAMA
JEFFERSON,6.1,ALABAMA
DALE,3.6,ALABAMA
BALDWIN,7,ALABAMA
WILCOX,5.4,ALABAMA
ETOWAH,16.5,ALABAMA
JACKSON,4.4,ALABAMA
JEFFERSON,6.6,ALABAMA
DALLAS,6.1,ALABAMA
MADISON,6.3,ALABAMA
MADISON,5,ALABAMA
MOBILE,9.2,ALABAMA
ESCAMBIA,7.1,ALABAMA
MOBILE,8.5,ALABAMA
PIKE,5.3,ALABAMA
ELMORE,4.6,ALABAMA
JEFFERSON,6.8,ALABAMA
DALE,4.5,ALABAMA
CALHOUN,5.3,ALABAMA
HENRY,5.1,ALABAMA
JEFFERSON,3.3,ALABAMA
CHOCTAW,6,ALABAMA
BULLOCK,5.9,ALABAMA
JEFFERSON,7.4,ALABAMA
MOBILE,8.3,ALABAMA
CALHOUN,3.2,ALABAMA
MADISON,8.5,ALABAMA
CALHOUN,5.4,ALABAMA
BARBOUR,7,ALABAMA
ETOWAH,7.8,ALABAMA
TALLADEGA,5,ALABAMA
MONTGOMERY,6.3,ALABAMA
MOBILE,5.9,ALABAMA
CHILTON,5.4,ALABAMA
MONTGOMERY,7.3,ALABAMA
ELMORE,5.6,ALABAMA
DEKALB,8.3,ALABAMA
MOBILE,6.6,ALABAMA
TUSCALOOSA,8.9,ALABAMA
BIBB,4,ALABAMA
MOBILE,10.3,ALABAMA
MOBILE,5.2,ALABAMA
MACON,7,ALABAMA
CLARKE,9.1,ALABAMA
PIKE,4.5,ALABAMA
DALLAS,6.3,ALABAMA
JEFFERSON,6.9,ALABAMA
WALKER,4.1,ALABAMA
WINSTON,5.6,ALABAMA
TALLADEGA,6,ALABAMA
JEFFERSON,6.5,ALABAMA
MONTGOMERY,8.6,ALABAMA
BARBOUR,5.8,ALABAMA
LAUDERDALE,7.7,ALABAMA
RUSSELL,7,ALABAMA
LOWNDES,6,ALABAMA
MONTGOMERY,7.4,ALABAMA
WINSTON,4.9,ALABAMA
JEFFERSON,7.4,ALABAMA
ETOWAH,7.7,ALABAMA
MORGAN,10.8,ALABAMA
MOBILE,8.1,ALABAMA
JEFFERSON,5.4,ALABAMA
COVINGTON,3.7,ALABAMA
TALLADEGA,8,ALABAMA
JACKSON,5.1,ALABAMA
MONTGOMERY,7,ALABAMA
HOUSTON,3.8,ALABAMA
MOBILE,5.9,ALABAMA
MONTGOMERY,7.3,ALABAMA
FAYETTE,4.6,ALABAMA
CHILTON,6.8,ALABAMA
MOBILE,4.6,ALABAMA
SHELBY,9.4,ALABAMA
ESCAMBIA,6.2,ALABAMA
ETOWAH,12.5,ALABAMA
CLARKE,6.7,ALABAMA
CLARKE,5.7,ALABAMA
JEFFERSON,7.1,ALABAMA
DALLAS,7.6,ALABAMA
ETOWAH,8.7,ALABAMA
MOBILE,5.7,ALABAMA
MARION,4.4,ALABAMA
BARBOUR,5.4,ALABAMA
DALLAS,6.7,ALABAMA
MADISON,4.3,ALABAMA
ETOWAH,6.4,ALABAMA
CALHOUN,7,ALABAMA
MADISON,9,ALABAMA
MARSHALL,5.7,ALABAMA
JEFFERSON,8.2,ALABAMA
JEFFERSON,7.6,ALABAMA
MONTGOMERY,6,ALABAMA
JEFFERSON,4.7,ALABAMA
MOBILE,4.5,ALABAMA
MADISON,6.8,ALABAMA
TUSCALOOSA,5.5,ALABAMA
LAWRENCE,6.4,ALABAMA
MARSHALL,6.2,ALABAMA
MONROE,4.8,ALABAMA
MOBILE,10.2,ALABAMA
TUSCALOOSA,8.8,ALABAMA
CHOCTAW,5.6,ALABAMA
MARSHALL,5.3,ALABAMA
MOBILE,4.2,ALABAMA
DALLAS,7.9,ALABAMA
MOBILE,8.2,ALABAMA
MOBILE,3.7,ALABAMA
JEFFERSON,5.6,ALABAMA
JEFFERSON,6.1,ALABAMA
MARENGO,7.2,ALABAMA
BARBOUR,7.2,ALABAMA
MONTGOMERY,12,ALABAMA
BARBOUR,5,ALABAMA
MADISON,7.7,ALABAMA
JEFFERSON,5.7,ALABAMA
JEFFERSON,7.1,ALABAMA
CHAMBERS,5.7,ALABAMA
JEFFERSON,5.1,ALABAMA
COOSA,5.6,ALABAMA
DALE,7.1,ALABAMA
MOBILE,8.3,ALABAMA
MONTGOMERY,8.3,ALABAMA
CALHOUN,5.5,ALABAMA
ETOWAH,7.8,ALABAMA
MONTGOMERY,5.6,ALABAMA
MACON,6.1,ALABAMA
LAUDERDALE,6.5,ALABAMA
LOWNDES,7.4,ALABAMA
JEFFERSON,4.7,ALABAMA
COVINGTON,9,ALABAMA
SUMTER,4.8,ALABAMA
MOBILE,11,ALABAMA
JEFFERSON,5.2,ALABAMA
PICKENS,5.3,ALABAMA
MOBILE,11.1,ALABAMA
MONTGOMERY,7,ALABAMA
WILCOX,9.2,ALABAMA
TUSCALOOSA,4,ALABAMA
FRANKLIN,9.8,ALABAMA
CALHOUN,9.5,ALABAMA
MONTGOMERY,10.6,ALABAMA
GREENE,8.7,ALABAMA
JEFFERSON,6.3,ALABAMA
JEFFERSON,8,ALABAMA
MOBILE,6,ALABAMA
AUTAUGA,7.2,ALABAMA
MARSHALL,5.3,ALABAMA
CLARKE,5.7,ALABAMA
HOUSTON,3,ALABAMA
JEFFERSON,6.6,ALABAMA
MADISON,8.2,ALABAMA
TUSCALOOSA,7.5,ALABAMA
JEFFERSON,3.2,ALABAMA
MADISON,6.2,ALABAMA
JEFFERSON,6.5,ALABAMA
JEFFERSON,4.6,ALABAMA
COFFEE,6,ALABAMA
MONTGOMERY,6.3,ALABAMA
LEE,6.3,ALABAMA
MORGAN,7.2,ALABAMA
LEE,3,ALABAMA
RUSSELL,9.8,ALABAMA
JEFFERSON,7,ALABAMA
TALLADEGA,7,ALABAMA
JEFFERSON,5.6,ALABAMA
BULLOCK,9.9,ALABAMA
JEFFERSON,5.2,ALABAMA
GREENE,7.3,ALABAMA
DEKALB,6.2,ALABAMA
MONTGOMERY,6.8,ALABAMA
JEFFERSON,7.5,ALABAMA
JEFFERSON,5.9,ALABAMA
LIMESTONE,7.3,ALABAMA
GENEVA,6.7,ALABAMA
HALE,4.5,ALABAMA
MONTGOMERY,8.6,ALABAMA
CALHOUN,9.7,ALABAMA
MOBILE,5.1,ALABAMA
JEFFERSON,6.7,ALABAMA
LOWNDES,6.1,ALABAMA
JEFFERSON,4.9,ALABAMA
DALLAS,6.4,ALABAMA
COVINGTON,6.8,ALABAMA
FRANKLIN,5.5,ALABAMA
GREENE,6.3,ALABAMA
BUTLER,5.8,ALABAMA
PERRY,6.6,ALABAMA
BALDWIN,9.8,ALABAMA
JEFFERSON,8.3,ALABAMA
MOBILE,8.1,ALABAMA
ESCAMBIA,8.8,ALABAMA
MOBILE,7.4,ALABAMA
BARBOUR,4.2,ALABAMA
CONECUH,7.1,ALABAMA
MONTGOMERY,6.1,ALABAMA
CLAY,8.3,ALABAMA
JEFFERSON,6,ALABAMA
TALLAPOOSA,5.5,ALABAMA
WALKER,6.4,ALABAMA
BARBOUR,6.5,ALABAMA
MORGAN,9.9,ALABAMA
PICKENS,5.7,ALABAMA
RUSSELL,5.9,ALABAMA
MOBILE,5.5,ALABAMA
TUSCALOOSA,5.4,ALABAMA
JEFFERSON,6,ALABAMA
TALLAPOOSA,7.3,ALABAMA
JEFFERSON,4.6,ALABAMA
JEFFERSON,3.9,ALABAMA
MONTGOMERY,7.5,ALABAMA
MADISON,5.3,ALABAMA
MACON,7.8,ALABAMA
LEE,6.5,ALABAMA
LAUDERDALE,9.3,ALABAMA
TUSCALOOSA,7.7,ALABAMA
COVINGTON,6.3,ALABAMA
PICKENS,4.1,ALABAMA
MONTGOMERY,6,ALABAMA
WILCOX,3.8,ALABAMA
ETOWAH,10.3,ALABAMA
DEKALB,5.4,ALABAMA
HOUSTON,2.5,ALABAMA
JEFFERSON,9.3,ALABAMA
HOUSTON,3.3,ALABAMA
TALLAPOOSA,6.1,ALABAMA
BARBOUR,8.7,ALABAMA
CALHOUN,8,ALABAMA
JEFFERSON,5.9,ALABAMA
CALHOUN,7.3,ALABAMA
MACON,8.6,ALABAMA
MONTGOMERY,9.3,ALABAMA
MONTGOMERY,6.1,ALABAMA
JEFFERSON,6.5,ALABAMA
JEFFERSON,8,ALABAMA
TUSCALOOSA,9,ALABAMA
JEFFERSON,8,ALABAMA
DALLAS,6.2,ALABAMA
MADISON,7.5,ALABAMA
SUMTER,7.6,ALABAMA
MADISON,6.6,ALABAMA
ETOWAH,11.5,ALABAMA
MOBILE,6.1,ALABAMA
MADISON,10.3,ALABAMA
TALLADEGA,7.5,ALABAMA
DALLAS,9.9,ALABAMA
PIKE,11.7,ALABAMA
JEFFERSON,7.9,ALABAMA
MARSHALL,6.4,ALABAMA
LIMESTONE,8.2,ALABAMA
MADISON,7.4,ALABAMA
LEE,5.7,ALABAMA
COFFEE,6,ALABAMA
JEFFERSON,6,ALABAMA
MONTGOMERY,7.4,ALABAMA
PERRY,8.4,ALABAMA
JEFFERSON,5.6,ALABAMA
JEFFERSON,7.7,ALABAMA
TALLAPOOSA,6.2,ALABAMA
MADISON,7.4,ALABAMA
MOBILE,6.7,ALABAMA
MORGAN,7.4,ALABAMA
HALE,3.8,ALABAMA
MOBILE,6.1,ALABAMA
BUTLER,5.6,ALABAMA
JEFFERSON,9.3,ALABAMA
JEFFERSON,7.9,ALABAMA
RUSSELL,6.7,ALABAMA
CALHOUN,8.9,ALABAMA
MOBILE,6.2,ALABAMA
JEFFERSON,9.9,ALABAMA
JEFFERSON,5.6,ALABAMA
HOUSTON,4.7,ALABAMA
MORGAN,7.8,ALABAMA
MONTGOMERY,8.4,ALABAMA
HOUSTON,3.6,ALABAMA
MADISON,7.2,ALABAMA
MONTGOMERY,7.4,ALABAMA
MORGAN,8.9,ALABAMA
DALLAS,8.2,ALABAMA
COUNTY,MP_PCI,ST_ABBR
ANCHORAGE,3.8,ALASKA
ANCHORAGE,1.6,ALASKA
ANCHORAGE,0.6,ALASKA
ANCHORAGE,2.7,ALASKA
ANCHORAGE,1.3,ALASKA
ANCHORAGE,0.7,ALASKA
FAIRBANKS NORTH STAR,0.9,ALASKA
ANCHORAGE,1.8,ALASKA
ANCHORAGE,1,ALASKA
FAIRBANKS NORTH STAR,4,ALASKA
ANCHORAGE,3.7,ALASKA
JUNEAU CITY AND BOROUGH,1.9,ALASKA
FAIRBANKS NORTH STAR,2.8,ALASKA
ANCHORAGE,1.3,ALASKA
ANCHORAGE,3.1,ALASKA
ANCHORAGE,2.1,ALASKA
ANCHORAGE,2.3,ALASKA
ANCHORAGE,3.4,ALASKA
ANCHORAGE,2.4,ALASKA
KODIAK ISLAND,1.4,ALASKA
FAIRBANKS NORTH STAR,2.1,ALASKA
ANCHORAGE,3.2,ALASKA
KENAI PENINSULA,1.4,ALASKA
MATANUSKA-SUSITNA,1.5,ALASKA
FAIRBANKS NORTH STAR,2.3,ALASKA
ANCHORAGE,2,ALASKA
KETCHIKAN GATEWAY,1.5,ALASKA
KETCHIKAN GATEWAY,1.9,ALASKA
DENALI,1.4,ALASKA
FAIRBANKS NORTH STAR,2.5,ALASKA
ANCHORAGE,1.5,ALASKA
VALDEZ-CORDOVA,3,ALASKA
FAIRBANKS NORTH STAR,3.1,ALASKA
ANCHORAGE,0.9,ALASKA
MATANUSKA-SUSITNA,1.8,ALASKA
ANCHORAGE,3.6,ALASKA
FAIRBANKS NORTH STAR,2.1,ALASKA
MATANUSKA-SUSITNA,5.3,ALASKA
FAIRBANKS NORTH STAR,2.3,ALASKA
ANCHORAGE,4.4,ALASKA
MATANUSKA-SUSITNA,3.4,ALASKA
ANCHORAGE,2.2,ALASKA
ANCHORAGE,3.1,ALASKA
ANCHORAGE,3.1,ALASKA
JUNEAU CITY AND BOROUGH,2.1,ALASKA
JUNEAU CITY AND BOROUGH,1.1,ALASKA
FAIRBANKS NORTH STAR,2.2,ALASKA
MATANUSKA-SUSITNA,2.5,ALASKA
ANCHORAGE,1.7,ALASKA
MATANUSKA-SUSITNA,1.7,ALASKA
MATANUSKA-SUSITNA,2.7,ALASKA
ANCHORAGE,2.8,ALASKA
JUNEAU CITY AND BOROUGH,2.7,ALASKA
ANCHORAGE,2.4,ALASKA
SITKA CITY AND BOROUGH,2.4,ALASKA
SKAGWAY,2.7,ALASKA
MATANUSKA-SUSITNA,1.5,ALASKA
ANCHORAGE,2.5,ALASKA
MATANUSKA-SUSITNA,2.7,ALASKA
ANCHORAGE,3.8,ALASKA
MATANUSKA-SUSITNA,5,ALASKA
FAIRBANKS NORTH STAR,3.4,ALASKA
JUNEAU CITY AND BOROUGH,1.7,ALASKA
MATANUSKA-SUSITNA,3.2,ALASKA
MATANUSKA-SUSITNA,4.4,ALASKA
ANCHORAGE,2.7,ALASKA
KENAI PENINSULA,1.5,ALASKA
MATANUSKA-SUSITNA,2.5,ALASKA
MATANUSKA-SUSITNA,2.2,ALASKA
FAIRBANKS NORTH STAR,2.9,ALASKA
HOONAH-ANGOON,9.9,ALASKA
KENAI PENINSULA,2.1,ALASKA
HAINES,2.6,ALASKA
FAIRBANKS NORTH STAR,2.6,ALASKA
KENAI PENINSULA,3.1,ALASKA
KENAI PENINSULA,2.6,ALASKA
ANCHORAGE,2,ALASKA
FAIRBANKS NORTH STAR,2.2,ALASKA
VALDEZ-CORDOVA,1.3,ALASKA
MATANUSKA-SUSITNA,4.1,ALASKA
BRISTOL BAY,1.9,ALASKA
ANCHORAGE,3.7,ALASKA
ANCHORAGE,4,ALASKA
KENAI PENINSULA,2.1,ALASKA
ANCHORAGE,1.9,ALASKA
FAIRBANKS NORTH STAR,4.8,ALASKA
MATANUSKA-SUSITNA,1.3,ALASKA
SOUTHEAST FAIRBANKS,2.7,ALASKA
ANCHORAGE,4.1,ALASKA
ALEUTIANS WEST,2.4,ALASKA
MATANUSKA-SUSITNA,2.8,ALASKA
KENAI PENINSULA,1.3,ALASKA
MATANUSKA-SUSITNA,3.6,ALASKA
ALEUTIANS WEST,2.6,ALASKA
ANCHORAGE,2.9,ALASKA
ANCHORAGE,3.8,ALASKA
FAIRBANKS NORTH STAR,8.4,ALASKA
FAIRBANKS NORTH STAR,5,ALASKA
ANCHORAGE,4.2,ALASKA
HOONAH-ANGOON,2.4,ALASKA
MATANUSKA-SUSITNA,4,ALASKA
SITKA CITY AND BOROUGH,1.6,ALASKA
ANCHORAGE,3.1,ALASKA
MATANUSKA-SUSITNA,8.5,ALASKA
KENAI PENINSULA,3.1,ALASKA
KODIAK ISLAND,2.7,ALASKA
ANCHORAGE,3.3,ALASKA
YAKUTAT CITY AND BOROUGH,3.6,ALASKA
ANCHORAGE,6.4,ALASKA
ALEUTIANS EAST,3.2,ALASKA
WRANGELL CITY AND BOROUGH,3.2,ALASKA
KODIAK ISLAND,4.8,ALASKA
ANCHORAGE,4.3,ALASKA
MATANUSKA-SUSITNA,1.6,ALASKA
KENAI PENINSULA,2.4,ALASKA
ANCHORAGE,3.9,ALASKA
VALDEZ-CORDOVA,2.6,ALASKA
MATANUSKA-SUSITNA,3.4,ALASKA
KODIAK ISLAND,8,ALASKA
PETERSBURG,2.8,ALASKA
KENAI PENINSULA,3.6,ALASKA
MATANUSKA-SUSITNA,3.7,ALASKA
NOME,2.5,ALASKA
KENAI PENINSULA,2.2,ALASKA
PRINCE OF WALES-HYDER,1.7,ALASKA
FAIRBANKS NORTH STAR,4.4,ALASKA
PRINCE OF WALES-HYDER,2.3,ALASKA
ANCHORAGE,5.7,ALASKA
ANCHORAGE,3.5,ALASKA
ANCHORAGE,5.8,ALASKA
ANCHORAGE,2.9,ALASKA
ANCHORAGE,5.5,ALASKA
ANCHORAGE,3.4,ALASKA
KETCHIKAN GATEWAY,3.4,ALASKA
JUNEAU CITY AND BOROUGH,3.5,ALASKA
KETCHIKAN GATEWAY,2,ALASKA
DILLINGHAM,2.2,ALASKA
LAKE AND PENINSULA,1.9,ALASKA
ANCHORAGE,4.8,ALASKA
BETHEL,2.5,ALASKA
PRINCE OF WALES-HYDER,3.5,ALASKA
MATANUSKA-SUSITNA,4.2,ALASKA
ANCHORAGE,5,ALASKA
ANCHORAGE,5.2,ALASKA
SOUTHEAST FAIRBANKS,3.8,ALASKA
FAIRBANKS NORTH STAR,5.1,ALASKA
NORTH SLOPE,3.5,ALASKA
KODIAK ISLAND,4.5,ALASKA
YUKON-KOYUKUK,2.2,ALASKA
NORTH SLOPE,4.7,ALASKA
BETHEL,4.5,ALASKA
NORTHWEST ARCTIC,2.4,ALASKA
YUKON-KOYUKUK,5.1,ALASKA
ANCHORAGE,4.3,ALASKA
YUKON-KOYUKUK,3.6,ALASKA
YUKON-KOYUKUK,2,ALASKA
DILLINGHAM,2.3,ALASKA
ANCHORAGE,4.9,ALASKA
NORTHWEST ARCTIC,2.6,ALASKA
BETHEL,1.7,ALASKA
ANCHORAGE,5,ALASKA
COUNTY,MP_PCI,ST_ABBR
MARICOPA,4.9,ARIZONA
MARICOPA,2,ARIZONA
MARICOPA,0.6,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,0.8,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,1.1,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.3,ARIZONA
PIMA,1,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,2.9,ARIZONA
MARICOPA,0.6,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,2.7,ARIZONA
PIMA,1.3,ARIZONA
MARICOPA,2,ARIZONA
MARICOPA,1.2,ARIZONA
PINAL,1.8,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,4.1,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,2,ARIZONA
MARICOPA,1.5,ARIZONA
PIMA,1.4,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,2.3,ARIZONA
MARICOPA,3.2,ARIZONA
MARICOPA,1.1,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.2,ARIZONA
PINAL,3.9,ARIZONA
MARICOPA,2.7,ARIZONA
MARICOPA,1,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.7,ARIZONA
MARICOPA,0.7,ARIZONA
MARICOPA,2.3,ARIZONA
MARICOPA,0.8,ARIZONA
MARICOPA,2.6,ARIZONA
MARICOPA,1.3,ARIZONA
PIMA,1,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,3.1,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.7,ARIZONA
MARICOPA,2.5,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,1.1,ARIZONA
MARICOPA,2.4,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.8,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,1.2,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.5,ARIZONA
PIMA,1.4,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,2,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.7,ARIZONA
PINAL,1.3,ARIZONA
PIMA,0.8,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,2.5,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,2.4,ARIZONA
MARICOPA,2.3,ARIZONA
MARICOPA,1,ARIZONA
PIMA,1.3,ARIZONA
MARICOPA,3.6,ARIZONA
MARICOPA,2.6,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.4,ARIZONA
PIMA,1.3,ARIZONA
MARICOPA,1.2,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,0.9,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,2.4,ARIZONA
MARICOPA,1.7,ARIZONA
PIMA,2.1,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,1.5,ARIZONA
PIMA,2,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,0.6,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,2.5,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,2.3,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,0.6,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,1.1,ARIZONA
MARICOPA,3.6,ARIZONA
MARICOPA,3.2,ARIZONA
PIMA,1.4,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,4.4,ARIZONA
MARICOPA,3.3,ARIZONA
LA PAZ,3.7,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,6.3,ARIZONA
MARICOPA,0.7,ARIZONA
MARICOPA,1.2,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.3,ARIZONA
PIMA,1.6,ARIZONA
MARICOPA,2.7,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,3.6,ARIZONA
MARICOPA,1.3,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,4.1,ARIZONA
PIMA,1.3,ARIZONA
MARICOPA,3,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.9,ARIZONA
PIMA,1.2,ARIZONA
MARICOPA,2.3,ARIZONA
PIMA,1.8,ARIZONA
PIMA,1.9,ARIZONA
PINAL,4.8,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,2.6,ARIZONA
MARICOPA,1.2,ARIZONA
PIMA,0.7,ARIZONA
MARICOPA,3.7,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,2,ARIZONA
PIMA,1.5,ARIZONA
MARICOPA,2.3,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,1.1,ARIZONA
MARICOPA,1.4,ARIZONA
PIMA,1.9,ARIZONA
PIMA,1.5,ARIZONA
MARICOPA,2.4,ARIZONA
PIMA,1.1,ARIZONA
MARICOPA,1.4,ARIZONA
PIMA,1.3,ARIZONA
MARICOPA,1.6,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,1.8,ARIZONA
YAVAPAI,3.2,ARIZONA
PINAL,2.1,ARIZONA
MARICOPA,1.8,ARIZONA
PIMA,2,ARIZONA
PIMA,1.6,ARIZONA
MARICOPA,2.4,ARIZONA
MARICOPA,1.7,ARIZONA
MARICOPA,1.9,ARIZONA
MARICOPA,1.5,ARIZONA
MARICOPA,1,ARIZONA
PIMA,1.8,ARIZONA
MARICOPA,2.9,ARIZONA
MARICOPA,1.7,ARIZONA
PIMA,2.9,ARIZONA
MARICOPA,3.1,ARIZONA
MARICOPA,2.8,ARIZONA
NAVAJO,3.8,ARIZONA
MARICOPA,3.3,ARIZONA
MARICOPA,1.8,ARIZONA
MARICOPA,2,ARIZONA
PIMA,1.6,ARIZONA
PIMA,1.4,ARIZONA
MARICOPA,0.8,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,3.6,ARIZONA
MARICOPA,1.4,ARIZONA
MARICOPA,2.1,ARIZONA
MARICOPA,2.9,ARIZONA
MARICOPA,3.1,ARIZONA
MARICOPA,2,ARIZONA
MARICOPA,3.5,ARIZONA
MARICOPA,2.2,ARIZONA
MARICOPA,2.9,ARIZONA
MARICOPA,4.3,ARIZONA
MOHAVE,3.4,ARIZONA
MARICOPA,2.9,ARIZONA
MARICOPA,3,ARIZONA
